CONFIGURATION LOCAL:
FEATURES = 32 * 4
OPTIMIZER = 'adadelta'
NUMBER_OF_EPOCHS = 1000
--------------------------------
CONFIGURATION GLOBAL:
EXTENDED_DATASET = True
BLACK_BORDER = True
HARD_DIFFICULTY = True
SIMPLIFIED_CATEGORIES = False
CROPPED_VERSION = True
WRITE_TO_FILE = True
FULL_CROSS_VALIDATION = False
CROSS_VALIDATION_ITERATIONS = 5
SEED = 66478
TEST_PERCENTAGE = 20
VALIDATION_PERCENTAGE = 20
--------------------------------
(10440, 10440)
[42 36 23 23 17 55 52]
[ 468  713  119 ..., 1132   44  369]
--------------------------------
SimpleAutoEncoder: Start learning: 0.00s
SimpleAutoEncoder: Total time: 0.00s
--------------------------------
Train and Validation loss epoch 1: 0.11135 0.11645
Train and Validation loss epoch 2: 0.09656 0.08525
Train and Validation loss epoch 3: 0.06896 0.05744
Train and Validation loss epoch 4: 0.05662 0.05019
Train and Validation loss epoch 5: 0.05342 0.04744
Train and Validation loss epoch 6: 0.05172 0.04548
Train and Validation loss epoch 7: 0.05026 0.04373
Train and Validation loss epoch 8: 0.04889 0.04213
Train and Validation loss epoch 9: 0.04762 0.04074
Train and Validation loss epoch 10: 0.04652 0.03950
Train and Validation loss epoch 11: 0.04560 0.03851
Train and Validation loss epoch 12: 0.04486 0.03769
Train and Validation loss epoch 13: 0.04424 0.03700
Train and Validation loss epoch 14: 0.04371 0.03638
Train and Validation loss epoch 15: 0.04324 0.03581
Train and Validation loss epoch 16: 0.04279 0.03526
Train and Validation loss epoch 17: 0.04235 0.03471
Train and Validation loss epoch 18: 0.04192 0.03415
Train and Validation loss epoch 19: 0.04148 0.03361
Train and Validation loss epoch 20: 0.04104 0.03305
Train and Validation loss epoch 21: 0.04060 0.03250
Train and Validation loss epoch 22: 0.04017 0.03194
Train and Validation loss epoch 23: 0.03975 0.03141
Train and Validation loss epoch 24: 0.03935 0.03091
Train and Validation loss epoch 25: 0.03898 0.03044
Train and Validation loss epoch 26: 0.03863 0.03002
Train and Validation loss epoch 27: 0.03830 0.02962
Train and Validation loss epoch 28: 0.03800 0.02926
Train and Validation loss epoch 29: 0.03773 0.02895
Train and Validation loss epoch 30: 0.03748 0.02866
Train and Validation loss epoch 31: 0.03725 0.02841
Train and Validation loss epoch 32: 0.03705 0.02817
Train and Validation loss epoch 33: 0.03686 0.02796
Train and Validation loss epoch 34: 0.03669 0.02778
Train and Validation loss epoch 35: 0.03653 0.02761
Train and Validation loss epoch 36: 0.03638 0.02746
Train and Validation loss epoch 37: 0.03624 0.02733
Train and Validation loss epoch 38: 0.03612 0.02720
Train and Validation loss epoch 39: 0.03600 0.02710
Train and Validation loss epoch 40: 0.03589 0.02698
Train and Validation loss epoch 41: 0.03578 0.02689
Train and Validation loss epoch 42: 0.03568 0.02678
Train and Validation loss epoch 43: 0.03559 0.02671
Train and Validation loss epoch 44: 0.03550 0.02663
Train and Validation loss epoch 45: 0.03542 0.02655
Train and Validation loss epoch 46: 0.03534 0.02649
Train and Validation loss epoch 47: 0.03526 0.02642
Train and Validation loss epoch 48: 0.03519 0.02635
Train and Validation loss epoch 49: 0.03512 0.02630
Train and Validation loss epoch 50: 0.03505 0.02625
Train and Validation loss epoch 51: 0.03499 0.02618
Train and Validation loss epoch 52: 0.03493 0.02616
Train and Validation loss epoch 53: 0.03487 0.02608
Train and Validation loss epoch 54: 0.03481 0.02604
Train and Validation loss epoch 55: 0.03475 0.02599
Train and Validation loss epoch 56: 0.03469 0.02595
Train and Validation loss epoch 57: 0.03464 0.02590
Train and Validation loss epoch 58: 0.03458 0.02584
Train and Validation loss epoch 59: 0.03453 0.02580
Train and Validation loss epoch 60: 0.03448 0.02577
Train and Validation loss epoch 61: 0.03442 0.02573
Train and Validation loss epoch 62: 0.03437 0.02567
Train and Validation loss epoch 63: 0.03432 0.02565
Train and Validation loss epoch 64: 0.03427 0.02559
Train and Validation loss epoch 65: 0.03422 0.02555
Train and Validation loss epoch 66: 0.03417 0.02551
Train and Validation loss epoch 67: 0.03412 0.02551
Train and Validation loss epoch 68: 0.03407 0.02543
Train and Validation loss epoch 69: 0.03402 0.02541
Train and Validation loss epoch 70: 0.03397 0.02535
Train and Validation loss epoch 71: 0.03392 0.02533
Train and Validation loss epoch 72: 0.03388 0.02528
Train and Validation loss epoch 73: 0.03382 0.02523
Train and Validation loss epoch 74: 0.03378 0.02520
Train and Validation loss epoch 75: 0.03373 0.02516
Train and Validation loss epoch 76: 0.03368 0.02511
Train and Validation loss epoch 77: 0.03363 0.02510
Train and Validation loss epoch 78: 0.03358 0.02502
Train and Validation loss epoch 79: 0.03353 0.02500
Train and Validation loss epoch 80: 0.03348 0.02495
Train and Validation loss epoch 81: 0.03343 0.02491
Train and Validation loss epoch 82: 0.03338 0.02486
Train and Validation loss epoch 83: 0.03333 0.02485
Train and Validation loss epoch 84: 0.03328 0.02478
Train and Validation loss epoch 85: 0.03323 0.02478
Train and Validation loss epoch 86: 0.03318 0.02471
Train and Validation loss epoch 87: 0.03312 0.02466
Train and Validation loss epoch 88: 0.03307 0.02464
Train and Validation loss epoch 89: 0.03302 0.02457
Train and Validation loss epoch 90: 0.03297 0.02456
Train and Validation loss epoch 91: 0.03292 0.02449
Train and Validation loss epoch 92: 0.03286 0.02442
Train and Validation loss epoch 93: 0.03281 0.02440
Train and Validation loss epoch 94: 0.03276 0.02436
Train and Validation loss epoch 95: 0.03270 0.02432
Train and Validation loss epoch 96: 0.03265 0.02430
Train and Validation loss epoch 97: 0.03260 0.02424
Train and Validation loss epoch 98: 0.03254 0.02420
Train and Validation loss epoch 99: 0.03249 0.02414
Train and Validation loss epoch 100: 0.03243 0.02409
Train and Validation loss epoch 101: 0.03237 0.02408
Train and Validation loss epoch 102: 0.03232 0.02403
Train and Validation loss epoch 103: 0.03226 0.02399
Train and Validation loss epoch 104: 0.03221 0.02395
Train and Validation loss epoch 105: 0.03215 0.02390
Train and Validation loss epoch 106: 0.03209 0.02383
Train and Validation loss epoch 107: 0.03203 0.02377
Train and Validation loss epoch 108: 0.03198 0.02376
Train and Validation loss epoch 109: 0.03192 0.02374
Train and Validation loss epoch 110: 0.03186 0.02368
Train and Validation loss epoch 111: 0.03180 0.02362
Train and Validation loss epoch 112: 0.03174 0.02356
Train and Validation loss epoch 113: 0.03168 0.02350
Train and Validation loss epoch 114: 0.03162 0.02349
Train and Validation loss epoch 115: 0.03156 0.02344
Train and Validation loss epoch 116: 0.03150 0.02341
Train and Validation loss epoch 117: 0.03144 0.02332
Train and Validation loss epoch 118: 0.03138 0.02331
Train and Validation loss epoch 119: 0.03132 0.02326
Train and Validation loss epoch 120: 0.03126 0.02322
Train and Validation loss epoch 121: 0.03120 0.02318
Train and Validation loss epoch 122: 0.03113 0.02312
Train and Validation loss epoch 123: 0.03107 0.02308
Train and Validation loss epoch 124: 0.03101 0.02303
Train and Validation loss epoch 125: 0.03095 0.02295
Train and Validation loss epoch 126: 0.03088 0.02295
Train and Validation loss epoch 127: 0.03082 0.02290
Train and Validation loss epoch 128: 0.03076 0.02285
Train and Validation loss epoch 129: 0.03070 0.02283
Train and Validation loss epoch 130: 0.03063 0.02271
Train and Validation loss epoch 131: 0.03057 0.02268
Train and Validation loss epoch 132: 0.03050 0.02264
Train and Validation loss epoch 133: 0.03044 0.02259
Train and Validation loss epoch 134: 0.03037 0.02252
Train and Validation loss epoch 135: 0.03031 0.02247
Train and Validation loss epoch 136: 0.03024 0.02243
Train and Validation loss epoch 137: 0.03018 0.02239
Train and Validation loss epoch 138: 0.03011 0.02233
Train and Validation loss epoch 139: 0.03005 0.02231
Train and Validation loss epoch 140: 0.02998 0.02229
Train and Validation loss epoch 141: 0.02991 0.02220
Train and Validation loss epoch 142: 0.02984 0.02217
Train and Validation loss epoch 143: 0.02978 0.02212
Train and Validation loss epoch 144: 0.02971 0.02204
Train and Validation loss epoch 145: 0.02964 0.02198
Train and Validation loss epoch 146: 0.02957 0.02201
Train and Validation loss epoch 147: 0.02951 0.02195
Train and Validation loss epoch 148: 0.02944 0.02187
Train and Validation loss epoch 149: 0.02937 0.02180
Train and Validation loss epoch 150: 0.02930 0.02177
Train and Validation loss epoch 151: 0.02923 0.02171
Train and Validation loss epoch 152: 0.02916 0.02165
Train and Validation loss epoch 153: 0.02910 0.02163
Train and Validation loss epoch 154: 0.02903 0.02156
Train and Validation loss epoch 155: 0.02896 0.02151
Train and Validation loss epoch 156: 0.02889 0.02147
Train and Validation loss epoch 157: 0.02882 0.02141
Train and Validation loss epoch 158: 0.02875 0.02142
Train and Validation loss epoch 159: 0.02868 0.02135
Train and Validation loss epoch 160: 0.02861 0.02126
Train and Validation loss epoch 161: 0.02854 0.02130
Train and Validation loss epoch 162: 0.02847 0.02117
Train and Validation loss epoch 163: 0.02840 0.02115
Train and Validation loss epoch 164: 0.02833 0.02108
Train and Validation loss epoch 165: 0.02826 0.02101
Train and Validation loss epoch 166: 0.02819 0.02100
Train and Validation loss epoch 167: 0.02812 0.02093
Train and Validation loss epoch 168: 0.02805 0.02089
Train and Validation loss epoch 169: 0.02797 0.02086
Train and Validation loss epoch 170: 0.02791 0.02082
Train and Validation loss epoch 171: 0.02784 0.02076
Train and Validation loss epoch 172: 0.02776 0.02072
Train and Validation loss epoch 173: 0.02769 0.02067
Train and Validation loss epoch 174: 0.02762 0.02063
Train and Validation loss epoch 175: 0.02755 0.02056
Train and Validation loss epoch 176: 0.02748 0.02056
Train and Validation loss epoch 177: 0.02741 0.02048
Train and Validation loss epoch 178: 0.02734 0.02043
Train and Validation loss epoch 179: 0.02727 0.02038
Train and Validation loss epoch 180: 0.02720 0.02034
Train and Validation loss epoch 181: 0.02713 0.02031
Train and Validation loss epoch 182: 0.02706 0.02026
Train and Validation loss epoch 183: 0.02699 0.02020
Train and Validation loss epoch 184: 0.02692 0.02015
Train and Validation loss epoch 185: 0.02685 0.02012
