CONFIGURATION LOCAL:
FEATURES = 32 * 3
OPTIMIZER = 'adadelta'
NUMBER_OF_EPOCHS = 1000
--------------------------------
CONFIGURATION GLOBAL:
EXTENDED_DATASET = True
BLACK_BORDER = True
HARD_DIFFICULTY = True
SIMPLIFIED_CATEGORIES = False
CROPPED_VERSION = True
WRITE_TO_FILE = True
FULL_CROSS_VALIDATION = False
CROSS_VALIDATION_ITERATIONS = 5
SEED = 66478
TEST_PERCENTAGE = 20
VALIDATION_PERCENTAGE = 20
--------------------------------
(10440, 10440)
[42 36 23 23 17 55 52]
[ 468  713  119 ..., 1132   44  369]
--------------------------------
SimpleAutoEncoder: Start learning: 0.00s
SimpleAutoEncoder: Total time: 0.00s
--------------------------------
Train and Validation loss epoch 1: 0.11165 0.11744
Train and Validation loss epoch 2: 0.09829 0.08789
Train and Validation loss epoch 3: 0.07025 0.05799
Train and Validation loss epoch 4: 0.05672 0.05024
Train and Validation loss epoch 5: 0.05338 0.04745
Train and Validation loss epoch 6: 0.05167 0.04549
Train and Validation loss epoch 7: 0.05022 0.04376
Train and Validation loss epoch 8: 0.04886 0.04217
Train and Validation loss epoch 9: 0.04761 0.04079
Train and Validation loss epoch 10: 0.04652 0.03957
Train and Validation loss epoch 11: 0.04563 0.03859
Train and Validation loss epoch 12: 0.04491 0.03780
Train and Validation loss epoch 13: 0.04432 0.03713
Train and Validation loss epoch 14: 0.04382 0.03655
Train and Validation loss epoch 15: 0.04337 0.03601
Train and Validation loss epoch 16: 0.04295 0.03550
Train and Validation loss epoch 17: 0.04254 0.03499
Train and Validation loss epoch 18: 0.04213 0.03446
Train and Validation loss epoch 19: 0.04172 0.03395
Train and Validation loss epoch 20: 0.04130 0.03340
Train and Validation loss epoch 21: 0.04087 0.03285
Train and Validation loss epoch 22: 0.04044 0.03229
Train and Validation loss epoch 23: 0.04002 0.03176
Train and Validation loss epoch 24: 0.03961 0.03124
Train and Validation loss epoch 25: 0.03922 0.03075
Train and Validation loss epoch 26: 0.03885 0.03030
Train and Validation loss epoch 27: 0.03851 0.02988
Train and Validation loss epoch 28: 0.03819 0.02949
Train and Validation loss epoch 29: 0.03790 0.02916
Train and Validation loss epoch 30: 0.03764 0.02885
Train and Validation loss epoch 31: 0.03740 0.02858
Train and Validation loss epoch 32: 0.03719 0.02833
Train and Validation loss epoch 33: 0.03699 0.02810
Train and Validation loss epoch 34: 0.03681 0.02791
Train and Validation loss epoch 35: 0.03664 0.02774
Train and Validation loss epoch 36: 0.03649 0.02758
Train and Validation loss epoch 37: 0.03635 0.02744
Train and Validation loss epoch 38: 0.03622 0.02731
Train and Validation loss epoch 39: 0.03610 0.02720
Train and Validation loss epoch 40: 0.03599 0.02708
Train and Validation loss epoch 41: 0.03588 0.02699
Train and Validation loss epoch 42: 0.03578 0.02688
Train and Validation loss epoch 43: 0.03569 0.02680
Train and Validation loss epoch 44: 0.03560 0.02673
Train and Validation loss epoch 45: 0.03551 0.02664
Train and Validation loss epoch 46: 0.03543 0.02659
Train and Validation loss epoch 47: 0.03536 0.02652
Train and Validation loss epoch 48: 0.03529 0.02645
Train and Validation loss epoch 49: 0.03522 0.02639
Train and Validation loss epoch 50: 0.03515 0.02635
Train and Validation loss epoch 51: 0.03508 0.02628
Train and Validation loss epoch 52: 0.03502 0.02626
Train and Validation loss epoch 53: 0.03497 0.02619
Train and Validation loss epoch 54: 0.03491 0.02615
Train and Validation loss epoch 55: 0.03485 0.02610
Train and Validation loss epoch 56: 0.03480 0.02606
Train and Validation loss epoch 57: 0.03474 0.02601
Train and Validation loss epoch 58: 0.03469 0.02596
Train and Validation loss epoch 59: 0.03464 0.02592
Train and Validation loss epoch 60: 0.03459 0.02589
Train and Validation loss epoch 61: 0.03454 0.02586
Train and Validation loss epoch 62: 0.03449 0.02581
Train and Validation loss epoch 63: 0.03445 0.02579
Train and Validation loss epoch 64: 0.03440 0.02573
Train and Validation loss epoch 65: 0.03435 0.02569
Train and Validation loss epoch 66: 0.03431 0.02566
Train and Validation loss epoch 67: 0.03426 0.02566
Train and Validation loss epoch 68: 0.03421 0.02560
Train and Validation loss epoch 69: 0.03417 0.02557
Train and Validation loss epoch 70: 0.03412 0.02552
Train and Validation loss epoch 71: 0.03408 0.02550
Train and Validation loss epoch 72: 0.03403 0.02546
Train and Validation loss epoch 73: 0.03399 0.02541
Train and Validation loss epoch 74: 0.03395 0.02539
Train and Validation loss epoch 75: 0.03390 0.02536
Train and Validation loss epoch 76: 0.03386 0.02532
Train and Validation loss epoch 77: 0.03381 0.02530
Train and Validation loss epoch 78: 0.03377 0.02523
Train and Validation loss epoch 79: 0.03372 0.02522
Train and Validation loss epoch 80: 0.03368 0.02517
Train and Validation loss epoch 81: 0.03363 0.02514
Train and Validation loss epoch 82: 0.03359 0.02509
Train and Validation loss epoch 83: 0.03354 0.02508
Train and Validation loss epoch 84: 0.03349 0.02502
Train and Validation loss epoch 85: 0.03345 0.02502
Train and Validation loss epoch 86: 0.03340 0.02496
Train and Validation loss epoch 87: 0.03336 0.02491
Train and Validation loss epoch 88: 0.03331 0.02490
Train and Validation loss epoch 89: 0.03326 0.02483
Train and Validation loss epoch 90: 0.03322 0.02483
Train and Validation loss epoch 91: 0.03317 0.02476
Train and Validation loss epoch 92: 0.03312 0.02470
Train and Validation loss epoch 93: 0.03307 0.02467
Train and Validation loss epoch 94: 0.03303 0.02464
Train and Validation loss epoch 95: 0.03298 0.02461
Train and Validation loss epoch 96: 0.03293 0.02459
Train and Validation loss epoch 97: 0.03288 0.02454
Train and Validation loss epoch 98: 0.03283 0.02450
Train and Validation loss epoch 99: 0.03279 0.02445
Train and Validation loss epoch 100: 0.03274 0.02440
Train and Validation loss epoch 101: 0.03269 0.02440
Train and Validation loss epoch 102: 0.03264 0.02435
Train and Validation loss epoch 103: 0.03259 0.02432
Train and Validation loss epoch 104: 0.03254 0.02428
Train and Validation loss epoch 105: 0.03249 0.02423
Train and Validation loss epoch 106: 0.03244 0.02418
Train and Validation loss epoch 107: 0.03239 0.02412
Train and Validation loss epoch 108: 0.03234 0.02411
Train and Validation loss epoch 109: 0.03228 0.02409
Train and Validation loss epoch 110: 0.03223 0.02404
Train and Validation loss epoch 111: 0.03218 0.02399
Train and Validation loss epoch 112: 0.03213 0.02394
Train and Validation loss epoch 113: 0.03208 0.02388
Train and Validation loss epoch 114: 0.03202 0.02388
Train and Validation loss epoch 115: 0.03197 0.02383
Train and Validation loss epoch 116: 0.03192 0.02381
Train and Validation loss epoch 117: 0.03186 0.02373
Train and Validation loss epoch 118: 0.03181 0.02372
Train and Validation loss epoch 119: 0.03176 0.02367
Train and Validation loss epoch 120: 0.03170 0.02364
Train and Validation loss epoch 121: 0.03165 0.02361
Train and Validation loss epoch 122: 0.03159 0.02355
Train and Validation loss epoch 123: 0.03154 0.02352
Train and Validation loss epoch 124: 0.03148 0.02347
Train and Validation loss epoch 125: 0.03143 0.02340
Train and Validation loss epoch 126: 0.03137 0.02340
Train and Validation loss epoch 127: 0.03132 0.02336
Train and Validation loss epoch 128: 0.03126 0.02331
Train and Validation loss epoch 129: 0.03120 0.02330
Train and Validation loss epoch 130: 0.03114 0.02319
Train and Validation loss epoch 131: 0.03109 0.02316
Train and Validation loss epoch 132: 0.03103 0.02313
Train and Validation loss epoch 133: 0.03097 0.02309
Train and Validation loss epoch 134: 0.03091 0.02302
Train and Validation loss epoch 135: 0.03085 0.02298
Train and Validation loss epoch 136: 0.03080 0.02294
Train and Validation loss epoch 137: 0.03074 0.02290
Train and Validation loss epoch 138: 0.03068 0.02285
Train and Validation loss epoch 139: 0.03062 0.02284
Train and Validation loss epoch 140: 0.03056 0.02281
Train and Validation loss epoch 141: 0.03049 0.02273
Train and Validation loss epoch 142: 0.03043 0.02270
Train and Validation loss epoch 143: 0.03037 0.02266
Train and Validation loss epoch 144: 0.03031 0.02258
Train and Validation loss epoch 145: 0.03025 0.02253
Train and Validation loss epoch 146: 0.03019 0.02255
Train and Validation loss epoch 147: 0.03013 0.02250
Train and Validation loss epoch 148: 0.03007 0.02242
Train and Validation loss epoch 149: 0.03000 0.02235
Train and Validation loss epoch 150: 0.02994 0.02233
Train and Validation loss epoch 151: 0.02988 0.02228
Train and Validation loss epoch 152: 0.02981 0.02222
Train and Validation loss epoch 153: 0.02975 0.02220
Train and Validation loss epoch 154: 0.02968 0.02214
Train and Validation loss epoch 155: 0.02963 0.02209
Train and Validation loss epoch 156: 0.02956 0.02205
Train and Validation loss epoch 157: 0.02949 0.02199
Train and Validation loss epoch 158: 0.02943 0.02200
Train and Validation loss epoch 159: 0.02936 0.02194
Train and Validation loss epoch 160: 0.02930 0.02185
Train and Validation loss epoch 161: 0.02923 0.02188
Train and Validation loss epoch 162: 0.02916 0.02176
Train and Validation loss epoch 163: 0.02910 0.02174
Train and Validation loss epoch 164: 0.02903 0.02168
Train and Validation loss epoch 165: 0.02897 0.02161
Train and Validation loss epoch 166: 0.02890 0.02160
Train and Validation loss epoch 167: 0.02883 0.02153
Train and Validation loss epoch 168: 0.02876 0.02150
Train and Validation loss epoch 169: 0.02870 0.02146
Train and Validation loss epoch 170: 0.02863 0.02142
Train and Validation loss epoch 171: 0.02857 0.02137
Train and Validation loss epoch 172: 0.02849 0.02133
Train and Validation loss epoch 173: 0.02843 0.02128
Train and Validation loss epoch 174: 0.02836 0.02124
Train and Validation loss epoch 175: 0.02829 0.02117
Train and Validation loss epoch 176: 0.02822 0.02116
Train and Validation loss epoch 177: 0.02815 0.02108
Train and Validation loss epoch 178: 0.02808 0.02104
Train and Validation loss epoch 179: 0.02801 0.02099
Train and Validation loss epoch 180: 0.02794 0.02095
Train and Validation loss epoch 181: 0.02788 0.02092
Train and Validation loss epoch 182: 0.02781 0.02086
Train and Validation loss epoch 183: 0.02774 0.02081
Train and Validation loss epoch 184: 0.02767 0.02075
Train and Validation loss epoch 185: 0.02760 0.02072
